,0
713,Hemorrhage of anus and rectum
714,"Pnctr w fb of r mid finger w/o damage to nail, init"
715,Pain in right elbow
716,OVARIAN CYST NEC/NOS
717,Other acute sinusitis
718,INTERTROCHANTERIC FX-CL
719,"Contusion of other part of head, initial encounter"
720,"Infectious mononucleosis, unspecified without complication"
721,ULCER OF OTHER PART OF FOOT
722,Nontraumatic acute subdural hemorrhage
723,Nausea
724,"Oth disp fx of first cervical vertebra, init for clos fx"
725,"Fracture of orbital floor, left side, init"
726,Other specified disorders of teeth and supporting structures
727,Gastroparesis
728,MANDIBLE FX NOS-CLOSED
729,"Mech compl of infusion catheter, initial encounter"
730,Alcohol dependence with unspecified alcohol-induced disorder
731,"Idiopathic gout, left knee"
732,Pain in right forearm
733,ORAL APHTHAE
734,"Inj flexor musc/fasc/tend l mid finger at forarm lv, init"
735,"Tubulo-interstitial nephritis, not spcf as acute or chronic"
736,Flu due to unidentified influenza virus w oth resp manifest
737,Mild hyperemesis gravidarum
738,Cutaneous abscess of right foot
739,EXT HEMRRHOID W COMP NEC
740,Hypoxemia
741,Calculus of ureter
742,NASAL BONE FX-CLOSED
743,ACUTE & SUBACUTE NECROSIS OF LIVER
744,"Opioid abuse, uncomplicated"
745,"Multiple fractures of ribs, right side, init for clos fx"
746,FLUSHING
747,OPEN WOUND OF SCALP
748,"Laceration w/o fb of r mid finger w/o damage to nail, init"
749,"Acute viral hepatitis, unspecified"
750,Type 2 diabetes mellitus with hypoglycemia without coma
751,"MYOCARDIAL INFARCTION NOS, INIT EPISODE OF CARE"
752,Neuromyelitis optica [Devic]
753,"Laceration w/o fb of l idx fngr w/o damage to nail, init"
754,CONCUSSION NOS
755,"Dysphagia, unspecified"
756,FX FIBULA SHAFT-OPEN
757,Hemoptysis
758,"Partial traumatic trnsphal amputation of l mid finger, init"
759,OTALGIA NOS
760,Zoster without complications
761,FOLLOW-UP EXAM NEC
762,"NEUTROPENIA, UNSPECIFIED "
763,URINARY INCONTINENCE
764,CONTUSION GENITAL ORGANS
765,"BIPOLAR AFF, DEPR-UNSPEC"
766,SEMICOMA/STUPOR
767,BACTEREMIA NOS
768,"Other chronic osteomyelitis, left ankle and foot"
769,JAW PAIN
770,"Contusion of left knee, initial encounter"
771,FLATUL/ERUCTAT/GAS PAIN
772,OTHER BACK SYMPTOMS
773,Missed abortion
774,"Fracture of tooth (traumatic), init for clos fx"
775,ANT DISLOC HUMERUS-CLOSE
776,FX TIBIA W FIBULA NOS-CL
777,AC TRACHEITIS NO OBSTRUC
778,OTHER INJURY OF OTHER SITES OF TRUNK
779,"Hepatic failure, unspecified without coma"
780,SWELLING IN HEAD & NECK
781,CLOSTRIDIUM DIFFICILE
782,"Sprain of unspecified ligament of left ankle, init encntr"
783,"Nondisp fx of distal phalanx of right ring finger, init"
784,Cutaneous abscess of face
785,PERITONSILLAR ABCESS
786,Cutaneous abscess of right hand
787,OTH CURR COND-POSTPARTUM
788,Other cerebral infarction
789,Contact with and (suspected) exposure to rabies
790,OPEN WND KNEE/LEG-COMPL
791,"Oth comp of internal orthopedic prosth dev/grft, init"
792,"Lacerat extn musc/fasc/tend l idx fngr at wrs/hnd lv, init"
793,OTHER CHRONIC PAIN 
794,ABDOM AORTIC ANEURYSM
795,OPEN WOUND OF BACK
796,"Crushing injury of right middle finger, initial encounter"
797,Unspecified acute appendicitis
798,Type 1 diabetes mellitus with hypoglycemia without coma
799,Pain in left forearm
800,Orthostatic hypotension
801,"Oth injuries of right wrist, hand and finger(s), init encntr"
802,OTHER LABORATORY EXAMINATION
803,Contact w and (suspected) exposure to human immunodef virus
804,"Unsp infct of urinary tract in pregnancy, first trimester"
805,Other vascular myelopathies
806,"Oth postprocedural complications of skin, subcu"
807,Oth diseases and conditions compl preg/chldbrth
808,"Unsp fracture of sacrum, init encntr for closed fracture"
809,Other specified disorders of the male genital organs
810,OTHER POST-OP INFECTION
811,FX SHAFT TIBIA W FIB-OPN
812,MALE GENITAL DIS NOS
813,"FX MID/PRX PHAL, HAND-OP"
814,Encounter for immunization
815,IRRITABLE COLON
816,VISUAL DISTURBANCES NEC
817,VIRAL PNEUMONIA NOS
818,ISSUE REPEAT PRESCRIPT
819,PULMONARY CONGESTION & HYPOSTASIS
820,Unspecified ovarian cysts
821,CORNS AND CALLOSITIES
822,RECURR MAJOR DEPRESSION-UNSP
823,"Urticaria, unspecified"
824,Other specified disorders of kidney and ureter
825,DISRUPTION OF EXTERNAL OPERATION (SURGICAL) WOUND
826,CANNABIS ABUSE-UNSPEC
827,Pilonidal cyst without abscess
828,NEUROTIC DEPRESSION
829,Abscess of the breast and nipple
830,"Sprain of unspecified site of right knee, initial encounter"
831,"Bipolar disorder, unspecified"
832,"Disorder of brain, unspecified"
833,AV BLOCK-2ND DEGREE NEC
834,Paroxysmal atrial fibrillation
835,SPRAIN OF FOOT NOS
836,LACK OF COORDINATION
837,FX LATERAL MALLEOLUS-CL
838,Unsteadiness on feet
839,CL SKL BASE FX/MENIN HEM
840,Somnolence
841,DYSARTHRIA
842,"Anaphylactic reaction due to shellfish (crustaceans), init"
843,Calculus of bile duct w/o cholangitis or cholecyst w/o obst
844,CONTUSION OF FINGER
845,"Laceration w foreign body of left cheek and TMJ area, subs"
846,Athscl heart disease of native coronary artery w/o ang pctrs
847,Paresthesia of skin
848,Cutaneous abscess of left axilla
849,"INFLAM DIS, PENIS NEC"
850,"Laceration w/o foreign body of vagina and vulva, init encntr"
851,INSECT BITE NEC
852,Carcinoid syndrome
853,URETHRAL DISCHARGE
854,"Nontoxic goiter, unspecified"
855,"Posterior dislocation of left ulnohumeral joint, init encntr"
856,"Disp fx of fifth metatarsal bone, left foot, init"
857,"Posterior dislocation of right hip, initial encounter"
858,"Infection of amputation stump, left lower extremity"
859,"Contus/lac/hem crblm w LOC of 30 minutes or less, init"
860,"Oth complication of genitourinary prosth dev/grft, init"
861,"LEUKOCYTOSIS, UNSPECIFIED "
862,"Fracture of nasal bones, init encntr for closed fracture"
863,"Leiomyoma of uterus, unspecified"
864,Other speech disturbances
865,ACUTE PERICARDITIS NOS
866,Other specified diseases of pancreas
867,"Unsp focal TBI w/o loss of consciousness, init"
868,"Oth fracture of lower end of left tibia, init for clos fx"
869,FRACTURE ACETABULUM-CLOS
870,SEBACEOUS CYST
871,"Poisoning by antiallerg/antiemetic, self-harm, init"
872,"Edema, unspecified"
873,Other nonspecific abnormal finding of lung field
874,"Anaphylactic reaction due to oth food products, init encntr"
875,FX C4 VERTEBRA-CLOSED
876,"Other antepartum hemorrhage, first trimester"
877,"Abrasion of right hand, initial encounter"
878,DIABETES UNCOMPL JUVEN
879,"Displacement of infusion catheter, initial encounter"
880,"Adult sexual abuse, suspected, initial encounter"
881,Hordeolum externum right upper eyelid
882,AC OSTEOMYELITIS-PELVIS
883,"Laceration without foreign body, left lower leg, init encntr"
884,Cutaneous abscess of right axilla
885,FX CONDYL PROC MANDIB-CL
886,Chronic or unspecified gastric ulcer with perforation
887,"Arthritis due to other bacteria, right knee"
888,Hypo-osmolality and hyponatremia
889,Hemoperitoneum
890,"Major depressv disord, single epsd, sev w/o psych features"
891,Generalized enlarged lymph nodes
892,FX MALAR/MAXILLARY-CLOSE
893,ADHESIVE CAPSULIT SHLDER
894,"Laceration w/o foreign body of right forearm, init encntr"
895,BORDERLINE PERSONALITY
896,DRUG ABUSE NEC-UNSPEC
897,"Laceration w/o fb of right eyelid and periocular area, init"
898,Other bipolar disorder
899,Abnormal coagulation profile
900,"Abrasion of lower back and pelvis, initial encounter"
901,SECONDARY MALIG NEO LUNG
902,"Gastritis, unspecified, without bleeding"
903,DIAB W MANIF NEC ADULT
904,"Cyclical vomiting, not intractable"
905,"Contusion of right elbow, initial encounter"
906,"Laceration w/o foreign body of oth part of head, init encntr"
907,INFECTIOUS DIARRHEA NOS
908,"Fracture of one rib, left side, init for clos fx"
909,"Unspecified acute conjunctivitis, right eye"
910,"Thrombosis due to vascular prosth dev/grft, init"
911,"Oth fracture of fourth thoracic vertebra, init for clos fx"
912,UTERINE LEIOMYOMA NOS
913,ABNORMAL COAGULATION PROFILE
914,"Abrasion of left hand, initial encounter"
915,"Oth fracture of head and neck of left femur, init"
916,"Flail chest, initial encounter for closed fracture"
917,"Burn of second degree of left foot, initial encounter"
918,"Migraine, unsp, not intractable, with status migrainosus"
919,Contact w and exposure to potentially hazardous body fluids
920,Acute pyelonephritis
921,"Sprain of other specified parts of right knee, init encntr"
922,Cutaneous abscess of abdominal wall
923,Acute respiratory distress
924,"Burn of second degree of right forearm, initial encounter"
925,"Poisoning by unsp drug/meds/biol subst, accidental, init"
926,"Disruption of external operation (surgical) wound, NEC, init"
927,"Laceration w/o foreign body, right lower leg, init encntr"
928,"TOOTH (BROKEN) (FRACTURED) (DUE TO TRAUMA), WITHOUT MENTION OF COMPLICATION"
929,Epididymitis
930,MANIC-DEPRESSIVE NEC
931,"Strain of musc/tend at lower leg level, left leg, init"
932,Pain in right ankle and joints of right foot
933,Cutaneous abscess of buttock
934,FRACTURE OF PUBIS-CLOSED
935,"Oth fractures of lower end of left radius, init for clos fx"
936,"Contusion of right shoulder, initial encounter"
937,Cellulitis of right axilla
938,Other intestnl obst unsp as to partial versus complete obst
939,BENIGN PARXYSMAL VERTIGO
940,"Unsp fracture of second lumbar vertebra, init for clos fx"
941,ABRASION HEAD
942,Pain in left thigh
943,"OTH SEQUELA, CHR LIV DIS"
944,GROSS HEMATURIA
945,"Oth generalized epilepsy, not intractable, w/o stat epi"
946,"Abrasion of right elbow, initial encounter"
947,FX SURG NCK HUMERUS-CLOS
948,VIRAL MENINGITIS NOS
949,"Laceration w/o fb of l rng fngr w damage to nail, init"
950,"Insomnia, unspecified"
951,FX TRIMALLEOLAR-CLOSED
952,"Oth stimulant use, unsp w stim-induce psych disorder, unsp"
953,FX MULT CERVICAL VERT-CL
954,"Superficial foreign body of left hand, initial encounter"
955,Other chronic pancreatitis
956,DENTAL DISORDER NOS
957,HEART FAILURE NOS
958,Other amnesia
959,Acute cholecystitis
960,Pain in left lower leg
961,Other specified disorders of brain
962,"Unsp complication of internal prosth dev/grft, init"
963,BENIGN NEOPLASM OF OVARY
964,SURG COMP-PERI VASC SYST
965,"OTHER MECH COMP OF OTHER INTERNAL ORTHOPEDIC DEVICE, IMPLANT, AND GRAFT"
966,Other symptoms and signs involving the genitourinary system
967,LIVER HEMATOMA/CONTUSION-OPEN
968,FRACTURE OF ILIUM-CLOSED
969,SENILE DEMENTIA UNCOMP
970,Abnormal findings on diagnostic imaging of body structures
971,AC APPEND W PERITONITIS
972,Rupture of popliteal cyst
973,Streptococcal pharyngitis
974,"Dislocation of internal left hip prosthesis, init encntr"
975,"Stable burst fracture of first lumbar vertebra, init"
976,"Angina pectoris, unspecified"
977,Postprocedural fever
978,"Other acute osteomyelitis, right hand"
979,LEFT BB BLOCK NEC
980,"Alcohol dependence with withdrawal, unspecified"
981,FX LOW RADIUS W ULNA-CL
982,Pain in right lower leg
983,BRACHIAL NEURITIS NOS
984,LAC EYELID SKN/PERIOCULR
985,Cerebrospinal fluid leak
986,POISON-ANTIPSYCHOTIC NEC
987,Hypokalemia
988,Residual foreign body in soft tissue
989,Other hemorrhage in early pregnancy
990,"Lac w/o fb of r little finger w/o damage to nail, init"
991,"Hb-SS disease with crisis, unspecified"
992,OTHER SPECIFIED DISORDERS OF BREAST
993,OPEN WOUND OF WRIST
994,"Infection following a procedure, initial encounter"
995,Pain in right foot
996,HEAT EXHAUSTION NOS
997,"Abrasion of other part of head, initial encounter"
998,"Oth fracture of base of skull, init for clos fx"
999,Non-pressure chronic ulcer oth prt left foot w unsp severity
1000,MALFUNC CARDIAC PACEMAKE
1001,Multiple sclerosis
1002,FX SHAFT FIB W TIB-CLOS
1003,"Zoster ocular disease, unspecified"
1004,"Disp fx of fifth metatarsal bone, right foot, init"
1005,OSTEOMYELIT NOS-OTH SITE
1006,Plantar fascial fibromatosis
1007,PAIN IN OR AROUND EYE
1008,"Disp fx of proximal phalanx of l idx fngr, init for opn fx"
1009,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC)
1010,"Disp fx of distal phalanx of left thumb, init for clos fx"
1011,CERVICITIS
1012,HYPERTENS NOS-POSTPARTUM
1013,TRAUM SUBARACHNOID HEM
1014,Pain in right upper arm
1015,PELVIC FRACTURE NOS-CLOS
1016,"Disp fx of lateral end of left clavicle, init for clos fx"
1017,Type 2 diabetes mellitus with diabetic polyneuropathy
1018,"Traumatic pneumothorax, initial encounter"
1019,ACUTE TONSILLITIS
1020,Acute embolism and thrombosis of left popliteal vein
1021,SPRAIN OF WRIST NOS
1022,Hyperventilation
1023,Residual hemorrhoidal skin tags
1024,BULIMIA
1025,CHILLS (WITHOUT FEVER)
1026,"Idiopathic gout, left ankle and foot"
1027,"Unsp fracture of navicular bone of left wrist, init"
1028,OBSTR INCISIONAL HERNIA
1029,"Contusion of left hip, initial encounter"
1030,Encounter for examination and observation for unsp reason
1031,INT HEMRRHOID W COMP NEC
1032,FX ORBITAL FLOOR-CLOSED
1033,VOCAL CORD DISEASE NEC
1034,DISL INTERPHALN HAND-OPN
1035,"Contusion of unspecified front wall of thorax, init encntr"
1036,"Disp fx of neck of fifth metacarpal bone, right hand, init"
1037,BURN NOS HAND-MULTIPLE
1038,Other specified eating disorder
1039,"Pain due to genitourinary prosth dev/grft, initial encounter"
1040,"Right upper quadrant abdominal swelling, mass and lump"
1041,HYPERCHOLESTEROLEMIA
1042,Inflammatory disorders of scrotum
1043,"Lac w/o fb of right great toe w/o damage to nail, init"
1044,Other specified diseases of liver
1045,DISORDER OF COCCYX NEC
1046,"Contusion of right lower leg, initial encounter"
1047,Unspecified visual disturbance
1048,SEROMA COMPLIC PROCEDURE
1049,DISS THORACOABD AORTIC ANEURYSM
1050,SPONTANEOUS BACTERIAL PERITONITIS
1051,Other specified noninfective gastroenteritis and colitis
1052,FX FEMUR NOS-CLOSED
1053,Cellulitis of neck
1054,Other specified diseases of anus and rectum
1055,"Food in resp tract, part unsp causing oth injury, init"
1056,"Trochanteric bursitis, left hip"
1057,FX BIMALLEOLAR-CLOSED
1058,"Synovial cyst of popliteal space [Baker], left knee"
1059,CL SKL VLT FX/MENING HEM
1060,STEMI involving oth coronary artery of inferior wall
1061,FX METATARSAL-CLOSED
1062,Pain in right thigh
1063,"Oth fx of lower end of r radius, init for opn fx type I/2"
1064,Other specified disorders of eye and adnexa
1065,"DUE TO OTHER GENITOURINARY DEVICE,IMPLANT AND GRAFT"
1066,"Laceration without foreign body of lip, sequela"
1067,ESOPHAGEAL REFLUX
1068,APHASIA
1069,Portal vein thrombosis
1070,Immune thrombocytopenic purpura
1071,"Strain of musc/fasc/tend at shldr/up arm, left arm, init"
1072,"Eating disorder, unspecified"
1073,"Ulcerative colitis, unspecified, without complications"
1074,CALCANEAL SPUR
1075,BRAIN HEM NEC-COMA NOS
1076,TRAUMATIC BRAIN HEM NEC
1077,"Sciatica, right side"
1078,"Epilepsy, unsp, not intractable, with status epilepticus"
1079,FOREIGN BDY VULVA/VAGINA
1080,"Radiculopathy, cervical region"
1081,Intussusception
1082,Other neutropenia
1083,ACUTE BRONCHITIS
1084,Periumbilical pain
1085,Headache associated with sexual activity
1086,"Osteomyelitis, unspecified"
1087,"Contusion of duodenum, initial encounter"
1088,Contact w and exposure to infect w a sexl mode of transmiss
1089,"Schizoaffective disorder, unspecified"
1090,MEDIAL EPICONDYLITIS
1091,OSTEOARTHROS NOS-L/LEG
1092,PERIPH VASCULAR DIS NOS
1093,"Contusion of left hand, initial encounter"
1094,SCIATICA
1095,FX LOWER HUMERUS NOS-CL
1096,DIAB KETOACIDOSIS ADULT
1097,Secondary polycythemia
1098,Encounter for exam and obs following transport accident
1099,"NONSPECIFIC (ABNORMAL) FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATION OF ABDOMINAL AREA, INCLUDING RETROPERITONEUM"
1100,Dissection of carotid artery
1101,"Adjustment disorder, unspecified"
1102,"Acute sinusitis, unspecified"
1103,"Unsp injury of musc/tend at lower leg level, left leg, init"
1104,OCCLUS VERTEBRAL ART NO INFARCT
1105,"Bipolar disord, crnt episode manic severe w psych features"
1106,Biliary acute pancreatitis without necrosis or infection
1107,Slurred speech
1108,Other specified abnormal findings of blood chemistry
1109,"Fracture of condylar process of mandible, init for clos fx"
1110,PTOSIS OF EYELID NOS
1111,"Local infection of the skin and subcutaneous tissue, unsp"
1112,STREP SORE THROAT
1113,FAMILY CIRCUMSTANCES NEC
1114,DISLOC SHOULDER NEC-CLOS
1115,"Disp fx of anterior column of left acetabulum, init"
1116,Supraventricular tachycardia
1117,"Lacerat extensor musc/fasc/tend l thm at wrs/hnd lv, init"
1118,FACIAL WEAKNESS
1119,Type 1 diabetes mellitus with ketoacidosis without coma
1120,Calcific tendinitis of right shoulder
1121,"Acute bronchitis, unspecified"
1122,DERMATITIS DUE TO PLANT
1123,"AMI ANTERIOR WALL NEC, INITIAL EPISODE OF CARE"
1124,OTHER COMPLICATION OF CYSTOSTOMY
1125,Other hallucinations
1126,"Other dislocation of right shoulder joint, initial encounter"
1127,"Traum subrac hem w LOC of unsp duration, init"
1128,"Displaced bimalleolar fracture of right lower leg, init"
1129,"Contusion of left great toe w/o damage to nail, init encntr"
1130,DIAB NEURO MANIF ADULT
1131,Other disorder of circulatory system
1132,"Disp fx of olecran pro w/o intartic extn left ulna, init"
1133,Cutaneous abscess of left lower limb
1134,"Poisoning by 4-Aminophenol derivatives, self-harm, init"
1135,"Chronic ischemic heart disease, unspecified"
1136,DIFFICULTY WALKING
1137,CONTUSION OF KNEE
1138,FOOD/VOMIT PNEUMONITIS
1139,"Other subluxation of left wrist and hand, initial encounter"
1140,Cutaneous abscess of neck
1141,"Oth fracture of right ilium, init encntr for closed fracture"
1142,SCROTAL VARICES
1143,Dissection of abdominal aorta
1144,ABRASION TRUNK
1145,"Displaced oblique fracture of shaft of right tibia, init"
1146,"Otalgia, bilateral"
1147,CLOSED SKULL VAULT FX
1148,INSECT BITE HIP & LEG
1149,FX DISTAL RADIUS NEC-OPN
1150,THROMBOCYTOPENIA NOS
1151,"Attention-deficit hyperactivity disorder, unspecified type"
1152,"Periprosth fracture around internal prosth l knee jt, init"
1153,OPEN WOUND SITE NOS
1154,OTHER ACUTE PAIN 
1155,Allergic urticaria
1156,"Inj conjunctiva and corneal abrasion w/o fb, right eye, init"
1157,"Anterior dislocation of left humerus, initial encounter"
1158,"IDDM, UNCONTROLLED"
1159,MASTODYNIA
1160,"Oth fracture of lower end of right femur, init for clos fx"
1161,FINGER INJURY NOS
1162,"Unspecified sprain of left hip, initial encounter"
1163,FOREIGN BODY ESOPHAGUS
1164,"Strain unsp musc/fasc/tend at shldr/up arm, left arm, init"
1165,"Laceration without foreign body of left hand, init encntr"
1166,"Unspecified otitis externa, left ear"
1167,FX UPPER HUMERUS NEC-CL
1168,2ND DEG BURN THIGH
1169,ACUTE GOUTY ARTHROPATHY
1170,Pain in right hand
1171,"Idiopathic gout, right knee"
1172,"Maxillary fracture, unspecified side, init"
1173,"Mech compl of gastrointestinal prosth dev/grft, init"
1174,Encounter for attn to oth artif openings of urinary tract
1175,"Schizophrenia, unspecified"
1176,ABRASION HIP & LEG
1177,"Laceration of liver, unspecified degree, initial encounter"
1178,DERMATOPHYTOSIS SITE NEC
1179,CONTUSION OF FOREARM
1180,"Unsp fracture of lower end of right femur, init for clos fx"
1181,ABNORMALITY OF GAIT
1182,NONINFECT VAG LEUKORRHEA
1183,ATRIAL FLUTTER
1184,"Respiratory failure, unspecified with hypercapnia"
